eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97E+11,1973,1,25,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,New York Police Department,Policemen,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,1,28,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,New York Police Department,Policemen,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,2,9,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,,Bank,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,2,27,,1,5/9/1971,217,United States,1,North America,South Dakota,Wounded Knee,43.148513,-102.371903,1,0,Pine Ridge Indian Reservation,"2/27/1973: Around two hundred members of the American Indian Movement took over and occupied the town of Wounded Knee, South Dakota, in the United States, taking eleven hostages.  The release of the hostages was negotiated after two days; however, only one of them decided to leave the occupied town.  The siege lasted seventy-one days.  Two AIM members were shot and killed and at least one was wounded.  A member of the US Marshalls was wounded as well.   The occupation would end peacefully on May 9 with the disarmament of AIM.",1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),7,Facility/Infrastructure Attack,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Indian Reservation,Town of Wounded Knee South Dakota,217,United States,,,,,,,,,,,,,,,,,American Indian Movement,,,,,,"The American Indian movement hoped to raise worldwide awareness of the plight of Native Americans in the United States.  Specifically, AIM hoped to 1) Force the federal government to investigate corruption on Indian reservations.  2) Force a senate investigation of broken treaties between the United States government and Native Americans.  3) Force the dismissal of Dick Wilson, the tribal chair of the Pine Ridge Reservation.",0,,,0,200,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,armed with firearms and molotov cocktails,2,2,2,2,2,1,1,3,Minor (likely < $1 million),-99,A trading post was ransacked,1,11,11,,2,,,0,,,,,,2,Hostage(s) released by perpetrators,,"During the siege, the days were normally calm while there were shoot-outs between the American Indian Movement and United States government officials at night.  AIM members Frank Clearwater and Lawrence Lamonte were shot and killed.  US Marshal Lloyd Grimm was shot and seriously wounded.","American Experience, ""We Shall Remain: Episode 5 Wounded Knee,"" Public Broadcasting Service, April, 2009. <http://www.pbs.org/wgbh/amex/weshallremain/the_films/episode_5_trailer>.","""History - Incident at Wounded Knee,"" U.S. Marshalls Service, March 31, 2010. <http://www.usmarshals.gov/history/wounded-knee/index.html>.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,0,0,0,0,
1.97E+11,1973,3,6,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,23,Police Patrol (including vehicles and convoys),,Police Car,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,3,27,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,7,Retail/Grocery/Bakery,,Supermarket,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,4,10,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,,Bank,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,4,16,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,,1,1,1,0,,,0,0,0,2,Armed Assault,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,"Home, New Zealand charge",144,New Zealand,,,,,,,,,,,,,,,,,Black September,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Rifle,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97E+11,1973,5,19,,0,,217,United States,1,North America,New York,Mount Vernon,40.912456,-73.838276,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Mount Vernon,"unk, policemen",217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,2,2,,0,0,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,6,5,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Transit Police,"unk, transit detective",217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,1,,0,0,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97E+11,1973,6,20,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,"Auto, Soviet U.N. Mission member",359,Soviet Union,,,,,,,,,,,,,,,,,Jewish Defense League (JDL),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97E+11,1973,7,18,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"7/18/1973: Members of the Black Liberation Army robbed a bank in the Bronx, New York in the United States.  It is unknown how much money was stolen.",1,0,1,1,2,Other Crime Type,0,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,3,Bank/Commerce,New York bank,bank,217,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,The Black Liberation Army stole money in order to support their armed struggle.  BLA members believed that armed struggle was the only means by which the Black Nationalist movement could break the psychological-class chains of 20th century enslavement.,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Money stolen,0,,,,,,,0,,,,,,,,,,"Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Jalil Muntaqim, ""On the Black Liberation Army,"" Abraham Guillen Press, 1997.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,
1.97E+11,1973,10,20,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,"Telegraph Hill toward Columbus Avenue, approximately one block from victims' residence in San Francisco; in van; Twenty fourth Street and Minnesota, near the Southern Pacific tracks","10/20/1973: Young white couple, Quita and Richard Hague, were taking an evening stroll on Telegraph Hill, just a block from their residence in San Francisco, California, in the United States, when they were approached by three African-American men in a white van, who ordered them into the van at gunpoint.  Upon entering the van, the couples hands were tied with rope, and Richard was clubbed into unconsciousness with a wrench, while one of the perpetrators sexually assaulted Quita.  Quita and Richard were both slashed brutally with a long machete-like blade.  Both were thrown out of the van on the rails of the Southern Pacific tracks, about four and a half miles from Telegraph Hill. Quita was killed by several slashes from the machete-like blade; Richard survived, but was badly mutilated by slashes in his face and he was robbed of his wallet. Two of the perpetrators, Jesse Cooks and Larry Green, were found, charged and in March 1976, convicted for the kidnapping, armed assault, robbery, and murder.  The third perpetrator, Anthony C. Harris, was given immunity at the trial in exchange for his testimony.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time. This was the first incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers.",1,1,1,0,,,1,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white couple, Quita and Richard Hague",217,United States,,,,,,,,,,,,,,,,,Zebra killers,,,,,,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",0,,,0,3,3,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,9,Melee,21,Blunt Object,9,Melee,23,Knife or Other Sharp Object,,,,,"gun, rope, a lug wrench, and a long machete-like blade",1,1,0,1,1,0,0,,,,,1,2,2,-99,0,,,0,,,,,,6,Combination,1,"Quita Hague suffered near decapitation and machete-like wounds to her face, neck, cervical spine, shoulder blades, scapula, jaw, cheekbones, carotid arteries, jugular veins, hypopharynx, and epiglottis. The eight Zebra killers were Black Muslims, who belonged to the San Francisco chapter of the independent socio-religious sect, the Nation of Islam.  The perpetrators followed the teachings of Elijah Muhammad, and believed that their deity, Allah, motivated them to kill the ""devil,"" which the men translated to mean kill ""whites."" The Nation of Islam paid for the legal representation of most members during their trials for these attacks. This was the first incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers: see also events  197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197404010003, 197404140003, and 197404160003","Prentice Earl Sanders and Bennett Cohen, ""The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights,"" Arcade Publishing, Inc., 2006.","Clark Howard, ""Zebra: The true account of the 179 days of terror in San Francisco,"" Richard Marek Publishers, 1979.",,Hewitt Project,0,0,0,0,"197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197401280005, 197404010003, 197404140003, 197404160003"
1.97E+11,1973,10,22,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,Market Street,"10/22/1973: White female psychology student, Ellen Linder (this name is a pseudonym given to the victim so as to conceal her identity due to the nature of the incident) was walking down Market Street in San Francisco, California, in the United States, on her way home from a church meeting, when she noticed a black man following her.  As she sped up and reached her front door about to enter, the man approached her with a gun, forced her into a nearby dark parking lot, and raped her in the dirt area behind the bushes. During the incident, he told Linder that racism and oppression of black people needed to stop, and he threatened to kill her and told her that others would also be killed.   Then, he walked Linder home to make sure she would not call the police, and after talking more in her apartment, her raped her a second time in her bedroom. Linder survived and was eventually able to recover from the ordeal. The perpetrator was later identified as Jesse Lee Cooks, one of the eight men who came to be known as the Zebra killers, and this was the second of 20 attacks (with 23 victims) committed by the Zebra murderers, a group of black Muslims who belonged to the Nation of Islam religious sect.",1,1,1,0,,,1,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white female student, ""Ellen Linder""",217,United States,,,,,,,,,,,,,,,,,Zebra killers,,,,,,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",0,,,0,1,1,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,gun,0,0,0,1,1,0,0,,,,,1,1,1,2,0,,,0,,,,,,2,Hostage(s) released by perpetrators,,"Jesse Cooks was not indicted for the rape of ""Ellen Linder"" after Linder agreed not to press charges in exchange for Cooks' guilty plea for first-degree murder of another Zebra victim, which prosecutors told her would result in the same life sentence as if he were also charged and convicted on the four charges involved with Linder's kidnapping and rape.  This victim's real name was not disclosed and thus, the pseudonym ""Ellen Linder"" was used.  The eight Zebra killers were Black Muslims, who belonged to the San Francisco chapter of the independent socio-religious sect, the Nation of Islam.  The perpetrators followed the teachings of Elijah Muhammad, and believed that their deity, Allah, motivated them to kill the ""devil,"" which the men translated to mean kill ""whites."" The Nation of Islam paid for the legal representation of most members during their trials for these attacks. This was the second in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers: see also events 197310200002, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197404010003, 197401280005, 197402030002, 197402240005, 197403070002, 197403090001, 197403070004, 197403000001, 197403000002, 197403210002, 197404140003, and 197404160003","Prentice Earl Sanders and Bennett Cohen, ""The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights,"" Arcade Publishing, Inc., 2006.","Clark Howard, ""Zebra: The true account of the 179 days of terror in San Francisco,"" Richard Marek Publishers, 1979.",,Hewitt Project,0,0,0,0,"197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197401280005, 197404010003, 197404140003, 197404160003"
1.97E+11,1973,10,29,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,in car by the entrance gate of the University of California at Berkeley extension center,"10/29/1973: In San Francisco, California in the United States, white female student, Frances Rose was shot three times, once in the chest and twice in the face by Jesse Cooks, one of the men who was also responsible for the murder of Quita Hague and the assault of her husband, Richard Hague, just ten days earlier.  Rose was driving up to the entrance gate of the University of California at Berkeley extension center in her gold 1967 Ford Mustang, when she was approached by Cooks, who walked in front of her car, leaned on the window and asked for a ride.  Rose stepped on the accelerator at which point the two got into an argument, leading Cooks to shoot and kill Rose with a .22 caliber gun.   Cooks was caught by detectives, and confessed to the murder of Frances Rose the same night.  He was eventually convicted and sentenced to prison for her murder.  The motives were racist in origin and a response to the racial rhetoric of the time. This was the second in a series of 20 attacks  (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white female student, Frances Rose",217,United States,,,,,,,,,,,,,,,,,Zebra killers,,,,,,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",0,,,0,1,1,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,.22 caliber gun,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"The eight Zebra killers were Black Muslims, who belonged to the San Francisco chapter of the independent socio-religious sect, the Nation of Islam.  The perpetrators followed the teachings of Elijah Muhammad, and believed that their deity, Allah, motivated them to kill the ""devil,"" which the men translated to mean kill ""whites."" The Nation of Islam paid for the legal representation of most members during their trials for these attacks. This was the third incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers: see also events 197310200002, 197310220003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197404010003, 197404140003, and 197404160003.","Prentice Earl Sanders and Bennett Cohen, ""The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights,"" Arcade Publishing, Inc., 2006.","Clark Howard, ""Zebra: The true account of the 179 days of terror in San Francisco,"" Richard Marek Publishers, 1979.",,Hewitt Project,0,0,0,0,"197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197401280005, 197404010003, 197404140003, 197404160003"
1.97E+11,1973,11,25,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,"Erakat's Grocery store at 452 Larkin Street,  near Turk Street","11/25/1973: Jordanian Arab immigrant, Saleem Erakat, was shot and killed while at work at the grocery store he owned, Erakat's grocery, on Larkin Street in San Francisco, California in the United States.  The perpetrator, J.C. Simon, who perceived Erakat to be a white man, entered the grocery store, greeted Erakat, and then ordered him to the bathroom in the back of the shop, demanded Erakat to kneel on his knees, tied his hands behind his back, and shot Erakat in the back of his head with a .32 caliber gun, using a quilt to muffle the gunshot sounds. Additionally, Simon emptied both the safe and the cash register, taking with him about $1300.  It came out in trial that the bloody hand print of Anthony C. Harris was also found at the crime scene inside the store.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the third in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"Jordanian Arab immigrant, Saleem Erakat, who was perceived to be white",217,United States,,,,,,,,,,,,,,,,,Zebra killers,,,,,,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",0,,,0,2,2,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,.32 caliber gun,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Saleem Erakat was mistaken for a white man as the perpetrators were targeting random whites in the San Francisco area.  No indictment was brought for this crime other than the conspiracy charge, due to lack of adequate evidence and witnesses.  The eight Zebra killers were Black Muslims, who belonged to the San Francisco chapter of the independent socio-religious sect, the Nation of Islam.  The perpetrators followed the teachings of Elijah Muhammad, and believed that their deity, Allah, motivated them to kill the ""devil,"" which the men translated to mean kill ""whites."" The Nation of Islam paid for the legal representation of most members during their trials for these attacks.  This was the fourth incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers: see also events 197310200002, 197310220003, 197310290003, 197311250004, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197404010003, 197404140003, and 197404160003","Prentice Earl Sanders and Bennett Cohen, ""The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights,"" Arcade Publishing, Inc., 2006.","Clark Howard, ""Zebra: The true account of the 179 days of terror in San Francisco,"" Richard Marek Publishers, 1979.",,Hewitt Project,0,0,0,0,"197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197401280005, 197404010003, 197404140003, 197404160003"
1.97E+11,1973,12,11,,0,,217,United States,1,North America,California,San Francisco,37.755363,-122.443352,1,0,telephone booth on Haight and Buchanan Streets in Fillmore,"12/11/1973: White man, Paul Dancik, was shot three times in the chest and killed by bullets from a .32 caliber gun, while standing at a phone booth on Haight Street in the Fillmore neighborhood of San Francisco, California.  Dancik was a drug addict, and had stopped at the home of a drug dealer in a neighboring project, but the dealer was not home.  Dancik then stopped to use the payphone, at which point he was approached by black men, J.C. Simon and Manuel Moore, who shot him.  Moore was hiding in nearby bushes.  Dancik collapsed on the pavement about 20 feet away from the phone booth.   A third perpetrator, Anthony C. Harris, was waiting in the car for the other two perpetrators.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,white people in San Francisco,"white man, Paul Dancik",217,United States,,,,,,,,,,,,,,,,,Zebra killers,,,,,,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",0,,,0,3,3,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,.32 caliber gun,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"The eight Zebra killers were Black Muslims, who belonged to the San Francisco chapter of the independent socio-religious sect, the Nation of Islam.  The perpetrators followed the teachings of Elijah Muhammad, and believed that their deity, Allah, motivated them to kill the ""devil,"" which the men translated to mean kill ""whites."" The Nation of Islam paid for the legal representation of most members during their trials for these attacks.  This was the fifth incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers: see also events 197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197404010003, 197401280005, 197402030002, 197402240005, 197403070002, 197403090001, 197403070004, 197403000001, 197403000002, 197403210002, 197404140003, and 197404160003.","Prentice Earl Sanders and Bennett Cohen, ""The Zebra Murders: A Season of Killing, Racial Madness, and Civil Rights,"" Arcade Publishing, Inc., 2006.","Clark Howard, ""Zebra: The true account of the 179 days of terror in San Francisco,"" Richard Marek Publishers, 1979.",,Hewitt Project,0,0,0,0,"197310200002, 197310220003, 197310290003, 197311250004, 197312110002, 197312130001, 197312130002, 197312200003, 197312200004, 197312220002, 197312220003, 197312230001, 197401280001, 197401280002, 197401280003, 197401280004, 197401280005, 197404010003, 197404140003, 197404160003"
